Stkcd,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
002465.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300359.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000617.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
601117.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603009.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600563.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300035.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300533.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000558.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600609.XSHG,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
002265.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603330.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300531.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000702.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600819.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002506.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
000573.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603228.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603222.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600769.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
600895.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000070.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002666.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002618.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002362.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000710.XSHE,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
300208.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600067.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300196.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600485.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002033.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601555.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002881.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000700.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600803.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603879.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600853.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600004.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603016.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002389.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300666.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600854.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
300182.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603038.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600392.XSHG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
300081.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002787.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600097.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002201.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600135.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600008.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002326.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002630.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300012.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002756.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002130.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002347.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603500.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600259.XSHG,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
601212.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603078.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601558.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
002636.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600552.XSHG,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
300125.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300510.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300347.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600273.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000608.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600758.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
002742.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002641.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600105.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603308.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002197.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300663.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603636.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002439.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002125.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002056.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600239.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600055.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603203.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600052.XSHG,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
002195.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000989.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000501.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002167.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002682.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600087.XSHG,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
002006.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600794.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002635.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603386.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603019.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300217.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603838.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000606.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
002706.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002585.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300479.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600781.XSHG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300631.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002543.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002622.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603895.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000046.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002907.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600241.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600183.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600754.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600520.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
603359.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600337.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603516.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600079.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600705.XSHG,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
600826.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603848.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600861.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002665.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002790.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603100.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601007.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000861.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300676.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002686.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603985.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000546.XSHE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300563.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002051.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002600.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600617.XSHG,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
600863.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600261.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002773.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600159.XSHG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
002419.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600765.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603768.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600595.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002289.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
300167.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002104.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002428.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000929.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002529.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002608.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
603703.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603505.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002499.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300169.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601811.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002488.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000016.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002475.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000703.XSHE,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
601678.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601388.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600299.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
600750.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600376.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002463.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000034.XSHE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
300261.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601225.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002313.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601999.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600251.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600248.XSHG,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
300591.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300032.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002863.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002598.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002785.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600162.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600449.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600296.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300337.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002683.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600779.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
600057.XSHG,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
300590.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601611.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300218.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002123.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600373.XSHG,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
000408.XSHE,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1
600759.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
300457.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300354.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600002.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600575.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002680.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001696.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300717.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000632.XSHE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
600611.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000555.XSHE,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
603726.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600247.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
300416.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002698.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300184.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300025.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300166.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600308.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300328.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601607.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603086.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002156.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002723.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002628.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601991.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300301.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603535.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000639.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000669.XSHE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
000888.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601208.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002382.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600724.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002103.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300585.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002092.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002542.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000059.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
002421.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002235.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603083.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300179.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600125.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300528.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300162.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600036.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000153.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600985.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300286.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002474.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300511.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002884.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603303.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002473.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603128.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002282.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002811.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601566.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603027.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000903.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600278.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002449.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600101.XSHG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
002308.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300431.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000761.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600161.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600071.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600657.XSHG,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
002483.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002122.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600786.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600197.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603586.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002803.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603200.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603225.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600663.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300369.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002752.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002852.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300555.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002301.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300375.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600707.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300551.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300027.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601326.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600027.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300509.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000995.XSHE,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1
000670.XSHE,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
002043.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000957.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300392.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600260.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603208.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300023.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600123.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002576.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000650.XSHE,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
601158.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600113.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603928.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002921.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600585.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002718.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300180.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603277.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000037.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
600012.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600607.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601968.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600318.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300641.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002059.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000562.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300005.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000976.XSHE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
002779.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002217.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
600848.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
600115.XSHG,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
601038.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000651.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600379.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603090.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600462.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
000602.XSHE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
600553.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002441.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600850.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600315.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600386.XSHG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
002296.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000050.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002806.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600808.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600810.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603668.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000813.XSHE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600277.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
